"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","26"
"Cow Dung","3"
"Electricity Fuel","3"
"KeroseneFuel","28"
"LP Gas","112"
"Not Sated about Fuel","35"
"OthersFuel","3"
"Wood/FireWood","6913"
"Total","7123"
