"Population by Mother tongue","Number"
"Bantawa",""
"Female","1994"
"Male","1780"
"","3774"
"Chamling",""
"Female","47"
"Male","44"
"","91"
"Dumi",""
"Female","48"
"Male","38"
"","86"
"Dungmali",""
"Female","21"
"Male","19"
"","40"
"Gurung",""
"Female","264"
"Male","265"
"","529"
"Khaling",""
"Female","16"
"Male","17"
"","33"
"Kulung",""
"Female","170"
"Male","173"
"","343"
"Limbu",""
"Female","2457"
"Male","2342"
"","4799"
"Magar",""
"Female","1495"
"Male","1332"
"","2827"
"Maithili",""
"Female","25"
"Male","20"
"","45"
"Mewahang",""
"Female","26"
"Male","16"
"","42"
"Nachhiring",""
"Female","45"
"Male","48"
"","93"
"Nepali",""
"Female","7294"
"Male","6723"
"","14017"
"Newar",""
"Female","450"
"Male","459"
"","909"
"Not Reported",""
"Female","39"
"Male","41"
"","80"
"Others",""
"Female","70"
"Male","81"
"","151"
"Rai",""
"Female","552"
"Male","522"
"","1074"
"Sam",""
"Female","72"
"Male","77"
"","149"
"Sampang",""
"Female","207"
"Male","186"
"","393"
"Sherpa",""
"Female","217"
"Male","243"
"","460"
"Sunuwar",""
"Female","158"
"Male","147"
"","305"
"Tamang",""
"Female","1183"
"Male","1032"
"","2215"
"Thulung",""
"Female","26"
"Male","28"
"","54"
"Yakkha",""
"Female","6"
"Male","10"
"","16"
"Yamphu/Yamphe",""
"Female","204"
"Male","198"
"","402"
