"Population by Single Year of Age","Number"
"0",""
"Female","355"
"Male","348"
"1",""
"Female","274"
"Male","315"
"10",""
"Female","433"
"Male","458"
"11",""
"Female","380"
"Male","377"
"12",""
"Female","421"
"Male","437"
"13",""
"Female","368"
"Male","380"
"14",""
"Female","339"
"Male","353"
"15",""
"Female","342"
"Male","325"
"16",""
"Female","325"
"Male","297"
"17",""
"Female","345"
"Male","202"
"18",""
"Female","345"
"Male","225"
"19",""
"Female","254"
"Male","162"
"2",""
"Female","307"
"Male","321"
"20",""
"Female","289"
"Male","160"
"21",""
"Female","261"
"Male","152"
"22",""
"Female","322"
"Male","140"
"23",""
"Female","239"
"Male","121"
"24",""
"Female","241"
"Male","130"
"25",""
"Female","305"
"Male","149"
"26",""
"Female","250"
"Male","131"
"27",""
"Female","227"
"Male","142"
"28",""
"Female","277"
"Male","123"
"29",""
"Female","165"
"Male","94"
"3",""
"Female","300"
"Male","335"
"30",""
"Female","306"
"Male","178"
"31",""
"Female","124"
"Male","81"
"32",""
"Female","202"
"Male","110"
"33",""
"Female","130"
"Male","63"
"34",""
"Female","128"
"Male","94"
"35",""
"Female","274"
"Male","165"
"36",""
"Female","138"
"Male","83"
"37",""
"Female","146"
"Male","87"
"38",""
"Female","149"
"Male","87"
"39",""
"Female","108"
"Male","54"
"4",""
"Female","390"
"Male","370"
"40",""
"Female","266"
"Male","148"
"41",""
"Female","83"
"Male","66"
"42",""
"Female","134"
"Male","88"
"43",""
"Female","85"
"Male","52"
"44",""
"Female","83"
"Male","58"
"45",""
"Female","204"
"Male","161"
"46",""
"Female","80"
"Male","62"
"47",""
"Female","83"
"Male","82"
"48",""
"Female","106"
"Male","74"
"49",""
"Female","72"
"Male","61"
"5",""
"Female","381"
"Male","384"
"50",""
"Female","206"
"Male","181"
"51",""
"Female","81"
"Male","66"
"52",""
"Female","99"
"Male","89"
"53",""
"Female","101"
"Male","73"
"54",""
"Female","59"
"Male","62"
"55",""
"Female","146"
"Male","107"
"56",""
"Female","83"
"Male","78"
"57",""
"Female","83"
"Male","82"
"58",""
"Female","67"
"Male","69"
"59",""
"Female","69"
"Male","64"
"6",""
"Female","339"
"Male","345"
"60",""
"Female","160"
"Male","137"
"61",""
"Female","76"
"Male","70"
"62",""
"Female","68"
"Male","68"
"63",""
"Female","52"
"Male","50"
"64",""
"Female","56"
"Male","36"
"65",""
"Female","107"
"Male","96"
"66",""
"Female","37"
"Male","40"
"67",""
"Female","45"
"Male","48"
"68",""
"Female","53"
"Male","62"
"69",""
"Female","21"
"Male","24"
"7",""
"Female","366"
"Male","413"
"70",""
"Female","78"
"Male","81"
"71",""
"Female","18"
"Male","37"
"72",""
"Female","32"
"Male","42"
"73",""
"Female","24"
"Male","24"
"74",""
"Female","18"
"Male","24"
"75",""
"Female","42"
"Male","42"
"76",""
"Female","22"
"Male","16"
"77",""
"Female","19"
"Male","23"
"78",""
"Female","22"
"Male","27"
"79",""
"Female","13"
"Male","17"
"8",""
"Female","338"
"Male","416"
"80",""
"Female","24"
"Male","32"
"81",""
"Female","12"
"Male","9"
"82",""
"Female","10"
"Male","11"
"83",""
"Female","11"
"Male","9"
"84",""
"Female","2"
"Male","5"
"85",""
"Female","36"
"Male","31"
"9",""
"Female","346"
"Male","370"
