"Population by Mother tongue","Number"
"Avadhi",""
"Female","806"
"Male","869"
"","1675"
"Bhojpuri",""
"Female","6424"
"Male","6516"
"","12940"
"Gurung",""
"Female","25"
"Male","15"
"","40"
"Hindi",""
"Female","38"
"Male","37"
"","75"
"Magar",""
"Female","413"
"Male","310"
"","723"
"Maithili",""
"Female","427"
"Male","457"
"","884"
"Nepali",""
"Female","5511"
"Male","4593"
"","10104"
"Newar",""
"Female","34"
"Male","30"
"","64"
"Others",""
"Female","25"
"Male","19"
"","44"
"Tharu",""
"Female","4188"
"Male","3723"
"","7911"
"Urdu",""
"Female","95"
"Male","83"
"","178"
