"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","1"
"Electricity","0"
"Kerosene","3"
"LP Gas","2"
"Not stated","16"
"Others","0"
"Wood/Firewood","2399"
"Total","2422"
