"Population by Five Years Age Group","Number"
"0-4",""
"Female","650"
"Male","651"
"10-14",""
"Female","754"
"Male","725"
"15-19",""
"Female","644"
"Male","537"
"20-24",""
"Female","545"
"Male","233"
"25-29",""
"Female","459"
"Male","216"
"30-34",""
"Female","347"
"Male","172"
"35-39",""
"Female","332"
"Male","196"
"40-44",""
"Female","291"
"Male","166"
"45-49",""
"Female","270"
"Male","191"
"50-54",""
"Female","222"
"Male","221"
"55-59",""
"Female","242"
"Male","210"
"5-9",""
"Female","669"
"Male","656"
"60-64",""
"Female","189"
"Male","144"
"65-69",""
"Female","140"
"Male","116"
"70-74",""
"Female","102"
"Male","108"
"75+",""
"Female","126"
"Male","135"
