"Population by Five Years Age Group","Number"
"0-4",""
"Female","615"
"Male","644"
"10-14",""
"Female","1141"
"Male","1144"
"15-19",""
"Female","1077"
"Male","990"
"20-24",""
"Female","738"
"Male","473"
"25-29",""
"Female","641"
"Male","422"
"30-34",""
"Female","471"
"Male","293"
"35-39",""
"Female","450"
"Male","327"
"40-44",""
"Female","489"
"Male","343"
"45-49",""
"Female","466"
"Male","376"
"50-54",""
"Female","348"
"Male","349"
"55-59",""
"Female","273"
"Male","298"
"5-9",""
"Female","933"
"Male","907"
"60-64",""
"Female","271"
"Male","201"
"65-69",""
"Female","205"
"Male","218"
"70-74",""
"Female","162"
"Male","161"
"75+",""
"Female","222"
"Male","189"
