"Population by Mother tongue","Number"
"Gurung",""
"Female","6"
"Male","9"
"Jirel",""
"Female","1781"
"Male","1538"
"Magar",""
"Female","11"
"Male","9"
"Maithili",""
"Female","22"
"Male","38"
"Nepali",""
"Female","3712"
"Male","3099"
"Newar",""
"Female","133"
"Male","125"
"Others",""
"Female","16"
"Male","9"
"Rai",""
"Female","12"
"Male","10"
"Sherpa",""
"Female","1394"
"Male","1209"
"Sunuwar",""
"Female","400"
"Male","316"
"Tamang",""
"Female","881"
"Male","770"
"Tharu",""
"Female","6"
"Male","9"
