"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","0"
"Electricity","2"
"Kerosene","11"
"LP Gas","303"
"Not stated","6"
"Others","2"
"Wood/Firewood","3526"
"Total","3854"
