"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","761"
"Cow Dung","6111"
"Electricity Fuel","1"
"KeroseneFuel","155"
"LP Gas","660"
"Not Sated about Fuel","23"
"OthersFuel","588"
"Wood/FireWood","2950"
"Total","11249"
