"Number of households by type of outer wall","Number"
"BambooWall","8733"
"Cement Bonded Bricks/Stone Wall","1469"
"Mud Bonded Bricks/Stone Wall","204"
"Not Stated about Wall","31"
"Other Type Wall","39"
"Unbaked Bricks","17"
"Wood/Planks","756"
"Total","11249"
