"Population by Five Years Age Group","Number"
"0-4",""
"Female","934"
"Male","877"
"10-14",""
"Female","1482"
"Male","1448"
"15-19",""
"Female","1441"
"Male","1098"
"20-24",""
"Female","1121"
"Male","470"
"25-29",""
"Female","851"
"Male","323"
"30-34",""
"Female","680"
"Male","282"
"35-39",""
"Female","647"
"Male","299"
"40-44",""
"Female","703"
"Male","311"
"45-49",""
"Female","574"
"Male","381"
"50-54",""
"Female","510"
"Male","392"
"55-59",""
"Female","481"
"Male","383"
"5-9",""
"Female","1077"
"Male","1164"
"60-64",""
"Female","437"
"Male","343"
"65-69",""
"Female","299"
"Male","237"
"70-74",""
"Female","220"
"Male","199"
"75+",""
"Female","281"
"Male","245"
