"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1100"
"Cow Dung","51"
"Electricity","0"
"Kerosene","82"
"LP Gas","20"
"Not stated","52"
"Others","5"
"Wood/Firewood","6492"
"Total","7802"
