"Population by Mother tongue","Number"
"Achhami",""
"Female","392"
"Male","263"
"Baitadeli",""
"Female","29"
"Male","33"
"Bajhangi",""
"Female","43"
"Male","44"
"Bhojpuri",""
"Female","32"
"Male","45"
"Dailekhi",""
"Female","6"
"Male","10"
"Darchuleli",""
"Female","23"
"Male","28"
"Doteli",""
"Female","729"
"Male","604"
"Magar",""
"Female","9"
"Male","9"
"Maithili",""
"Female","237"
"Male","226"
"Nepali",""
"Female","1385"
"Male","1236"
"Newar",""
"Female","14"
"Male","13"
"Not Reported",""
"Female","15"
"Male","15"
"Others",""
"Female","16"
"Male","19"
"Sign Language",""
"Female","14"
"Male","15"
"Tharu",""
"Female","21534"
"Male","20918"
"Urdu",""
"Female","18"
"Male","13"
