"Population by Five Years Age Group","Number"
"0-4",""
"Female","2906"
"Male","2995"
"10-14",""
"Female","3213"
"Male","3424"
"15-19",""
"Female","2589"
"Male","2778"
"20-24",""
"Female","2108"
"Male","1891"
"25-29",""
"Female","1857"
"Male","1687"
"30-34",""
"Female","1669"
"Male","1311"
"35-39",""
"Female","1361"
"Male","1326"
"40-44",""
"Female","1120"
"Male","1087"
"45-49",""
"Female","946"
"Male","971"
"50-54",""
"Female","728"
"Male","808"
"55-59",""
"Female","583"
"Male","706"
"5-9",""
"Female","3393"
"Male","3616"
"60-64",""
"Female","620"
"Male","626"
"65-69",""
"Female","403"
"Male","539"
"70-74",""
"Female","302"
"Male","379"
"75+",""
"Female","235"
"Male","302"
