"Population by Mother tongue","Number"
"Avadhi",""
"Female","15074"
"Male","15323"
"Bhojpuri",""
"Female","16"
"Male","18"
"Doteli",""
"Female","12"
"Male","12"
"Hindi",""
"Female","14"
"Male","17"
"Magar",""
"Female","113"
"Male","118"
"Maithili",""
"Female","230"
"Male","261"
"Nepali",""
"Female","215"
"Male","193"
"Newar",""
"Female","14"
"Male","11"
"Not Reported",""
"Female","174"
"Male","207"
"Others",""
"Female","22"
"Male","8"
"Sherpa",""
"Female","27"
"Male","30"
"Tharu",""
"Female","92"
"Male","73"
"Urdu",""
"Female","8017"
"Male","7927"
