"Population by Mother tongue","Number"
"Bahing",""
"Female","12"
"Male","10"
"","22"
"Bhujel",""
"Female","33"
"Male","31"
"","64"
"Dumi",""
"Female","435"
"Male","372"
"","807"
"Gurung",""
"Female","23"
"Male","16"
"","39"
"Magar",""
"Female","47"
"Male","38"
"","85"
"Maithili",""
"Female","7"
"Male","15"
"","22"
"Nachhiring",""
"Female","1036"
"Male","968"
"","2004"
"Nepali",""
"Female","4244"
"Male","3538"
"","7782"
"Newar",""
"Female","55"
"Male","53"
"","108"
"Not Reported",""
"Female","19"
"Male","12"
"","31"
"Others",""
"Female","35"
"Male","26"
"","61"
"Rai",""
"Female","37"
"Male","25"
"","62"
"Sherpa",""
"Female","138"
"Male","105"
"","243"
"Sunuwar",""
"Female","145"
"Male","126"
"","271"
"Tamang",""
"Female","1188"
"Male","1032"
"","2220"
"Thulung",""
"Female","1187"
"Male","1089"
"","2276"
