"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","2537"
"Christianity","341"
"Hindu","9583"
"Islam","1"
"Jainism","0"
"Kirat","3574"
"Prakriti","8"
"Sikhism","0"
"Undefined","53"
"Total","16098"
