"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","7"
"Electricity Fuel","0"
"KeroseneFuel","30"
"LP Gas","2"
"Not Sated about Fuel","8"
"OthersFuel","1"
"Wood/FireWood","3439"
"Total","3491"
