"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","498"
"Male","432"
"","930"
"Chhetri",""
"Female","1382"
"Male","1174"
"","2556"
"Damai/Dholi",""
"Female","243"
"Male","198"
"","441"
"Gharti/Bhujel",""
"Female","187"
"Male","176"
"","363"
"Gurung",""
"Female","71"
"Male","57"
"","128"
"Kami",""
"Female","425"
"Male","331"
"","756"
"Magar",""
"Female","63"
"Male","50"
"","113"
"Nachhiring",""
"Female","925"
"Male","847"
"","1772"
"Newar",""
"Female","330"
"Male","280"
"","610"
"Others",""
"Female","31"
"Male","24"
"","55"
"Rai",""
"Female","1875"
"Male","1683"
"","3558"
"Sanyasi/Dasnami",""
"Female","861"
"Male","688"
"","1549"
"Sarki",""
"Female","103"
"Male","99"
"","202"
"Sherpa",""
"Female","145"
"Male","111"
"","256"
"Sunuwar",""
"Female","165"
"Male","138"
"","303"
"Tamang",""
"Female","1200"
"Male","1033"
"","2233"
"Terai Others",""
"Female","7"
"Male","8"
"","15"
"Thulung",""
"Female","121"
"Male","121"
"","242"
"Undefined Others",""
"Female","9"
"Male","6"
"","15"
