"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","220"
"Christianity","0"
"Hindu","25746"
"Islam","450"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","8"
"Total","26424"
