"Population by Mother tongue","Number"
"Achhami",""
"Female","1272"
"Male","1052"
"","2324"
"Baitadeli",""
"Female","757"
"Male","642"
"","1399"
"Bajhangi",""
"Female","666"
"Male","582"
"","1248"
"Bajureli",""
"Female","96"
"Male","91"
"","187"
"Bhojpuri",""
"Female","9"
"Male","6"
"","15"
"Dadeldhuri",""
"Female","17"
"Male","11"
"","28"
"Darchuleli",""
"Female","218"
"Male","181"
"","399"
"Doteli",""
"Female","14062"
"Male","12147"
"","26209"
"Gurung",""
"Female","7"
"Male","7"
"","14"
"Hindi",""
"Female","37"
"Male","37"
"","74"
"Magar",""
"Female","899"
"Male","870"
"","1769"
"Maithili",""
"Female","26"
"Male","33"
"","59"
"Nepali",""
"Female","1322"
"Male","1217"
"","2539"
"Others",""
"Female","57"
"Male","40"
"","97"
"Raji",""
"Female","46"
"Male","41"
"","87"
"Tamang",""
"Female","10"
"Male","11"
"","21"
"Tharu",""
"Female","10083"
"Male","10091"
"","20174"
