"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","34"
"Christianity","1570"
"Hindu","54908"
"Islam","3"
"Jainism","0"
"Kirat","0"
"Prakriti","28"
"Sikhism","0"
"Undefined","99"
"Total","56643"
