"Population by Mother tongue","Number"
"Ghale",""
"Female","46"
"Male","37"
"Gurung",""
"Female","236"
"Male","211"
"Hyolmo/Yholmo",""
"Female","37"
"Male","35"
"Magar",""
"Female","38"
"Male","41"
"Maithili",""
"Female","26"
"Male","88"
"Nepali",""
"Female","5836"
"Male","5313"
"Newar",""
"Female","131"
"Male","161"
"Not Reported",""
"Female","13"
"Male","14"
"Others",""
"Female","71"
"Male","82"
"Sherpa",""
"Female","130"
"Male","120"
"Sign Language",""
"Female","4"
"Male","7"
"Tamang",""
"Female","14711"
"Male","14035"
"Tibetan",""
"Female","356"
"Male","354"
