"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","3049"
"Electricity Fuel","1"
"KeroseneFuel","87"
"LP Gas","18"
"Not Sated about Fuel","73"
"OthersFuel","5"
"Wood/FireWood","1220"
"Total","4461"
