"Population by Single Year of Age","Number"
"0",""
"Female","770"
"Male","844"
"1",""
"Female","630"
"Male","701"
"10",""
"Female","1212"
"Male","1351"
"11",""
"Female","957"
"Male","955"
"12",""
"Female","1223"
"Male","1419"
"13",""
"Female","1044"
"Male","1051"
"14",""
"Female","1112"
"Male","1103"
"15",""
"Female","990"
"Male","944"
"16",""
"Female","1097"
"Male","968"
"17",""
"Female","875"
"Male","745"
"18",""
"Female","1196"
"Male","1022"
"19",""
"Female","749"
"Male","587"
"2",""
"Female","823"
"Male","857"
"20",""
"Female","1124"
"Male","829"
"21",""
"Female","629"
"Male","548"
"22",""
"Female","1048"
"Male","693"
"23",""
"Female","679"
"Male","491"
"24",""
"Female","731"
"Male","631"
"25",""
"Female","1013"
"Male","839"
"26",""
"Female","699"
"Male","615"
"27",""
"Female","569"
"Male","589"
"28",""
"Female","835"
"Male","755"
"29",""
"Female","362"
"Male","370"
"3",""
"Female","931"
"Male","957"
"30",""
"Female","1235"
"Male","787"
"31",""
"Female","289"
"Male","270"
"32",""
"Female","624"
"Male","510"
"33",""
"Female","337"
"Male","321"
"34",""
"Female","381"
"Male","318"
"35",""
"Female","1088"
"Male","821"
"36",""
"Female","412"
"Male","320"
"37",""
"Female","251"
"Male","207"
"38",""
"Female","519"
"Male","381"
"39",""
"Female","210"
"Male","180"
"4",""
"Female","966"
"Male","1050"
"40",""
"Female","1030"
"Male","795"
"41",""
"Female","196"
"Male","170"
"42",""
"Female","343"
"Male","298"
"43",""
"Female","245"
"Male","181"
"44",""
"Female","180"
"Male","173"
"45",""
"Female","713"
"Male","613"
"46",""
"Female","208"
"Male","192"
"47",""
"Female","174"
"Male","175"
"48",""
"Female","308"
"Male","283"
"49",""
"Female","137"
"Male","131"
"5",""
"Female","1077"
"Male","1083"
"50",""
"Female","670"
"Male","526"
"51",""
"Female","144"
"Male","135"
"52",""
"Female","215"
"Male","212"
"53",""
"Female","124"
"Male","139"
"54",""
"Female","129"
"Male","109"
"55",""
"Female","417"
"Male","355"
"56",""
"Female","144"
"Male","140"
"57",""
"Female","119"
"Male","118"
"58",""
"Female","216"
"Male","192"
"59",""
"Female","115"
"Male","120"
"6",""
"Female","1033"
"Male","1078"
"60",""
"Female","687"
"Male","497"
"61",""
"Female","150"
"Male","134"
"62",""
"Female","181"
"Male","154"
"63",""
"Female","111"
"Male","96"
"64",""
"Female","90"
"Male","83"
"65",""
"Female","418"
"Male","323"
"66",""
"Female","71"
"Male","85"
"67",""
"Female","61"
"Male","76"
"68",""
"Female","106"
"Male","146"
"69",""
"Female","38"
"Male","56"
"7",""
"Female","979"
"Male","1087"
"70",""
"Female","357"
"Male","255"
"71",""
"Female","43"
"Male","50"
"72",""
"Female","92"
"Male","85"
"73",""
"Female","41"
"Male","52"
"74",""
"Female","27"
"Male","48"
"75",""
"Female","126"
"Male","109"
"76",""
"Female","22"
"Male","26"
"77",""
"Female","17"
"Male","41"
"78",""
"Female","34"
"Male","63"
"79",""
"Female","15"
"Male","18"
"8",""
"Female","1118"
"Male","1276"
"80",""
"Female","119"
"Male","76"
"81",""
"Female","8"
"Male","20"
"82",""
"Female","15"
"Male","16"
"83",""
"Female","12"
"Male","17"
"84",""
"Female","16"
"Male","9"
"85",""
"Female","85"
"Male","54"
"9",""
"Female","935"
"Male","966"
