"Population by Five Years Age Group","Number"
"0-4",""
"Female","4021"
"Male","4124"
"10-14",""
"Female","5070"
"Male","5440"
"15-19",""
"Female","4320"
"Male","4322"
"20-24",""
"Female","3483"
"Male","2976"
"25-29",""
"Female","2992"
"Male","2770"
"30-34",""
"Female","2681"
"Male","2223"
"35-39",""
"Female","2383"
"Male","2242"
"40-44",""
"Female","1823"
"Male","1822"
"45-49",""
"Female","1533"
"Male","1650"
"50-54",""
"Female","1315"
"Male","1392"
"55-59",""
"Female","1075"
"Male","1197"
"5-9",""
"Female","4838"
"Male","5259"
"60-64",""
"Female","1110"
"Male","1131"
"65-69",""
"Female","725"
"Male","870"
"70-74",""
"Female","496"
"Male","650"
"75+",""
"Female","458"
"Male","503"
