"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","582"
"Cow Dung","17"
"Electricity","2"
"Kerosene","22"
"LP Gas","450"
"Not stated","26"
"Others","5"
"Wood/Firewood","8465"
"Total","9569"
