"Population by Mother tongue","Number"
"Avadhi",""
"Female","22"
"Male","32"
"Bhojpuri",""
"Female","27"
"Male","16"
"Gurung",""
"Female","384"
"Male","285"
"Hindi",""
"Female","50"
"Male","63"
"Magar",""
"Female","269"
"Male","218"
"Maithili",""
"Female","56"
"Male","52"
"Nepali",""
"Female","13579"
"Male","10922"
"Newar",""
"Female","42"
"Male","35"
"Others",""
"Female","16"
"Male","17"
"Raji",""
"Female","159"
"Male","158"
"Tamang",""
"Female","184"
"Male","155"
"Tharu",""
"Female","10100"
"Male","9502"
"Urdu",""
"Female","46"
"Male","48"
