"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","66"
"Cow Dung","2"
"Electricity","3"
"Kerosene","6"
"LP Gas","150"
"Not stated","11"
"Others","0"
"Wood/Firewood","3700"
"Total","3938"
