"Population by Five Years Age Group","Number"
"0-4",""
"Female","723"
"Male","700"
"10-14",""
"Female","1209"
"Male","1154"
"15-19",""
"Female","1027"
"Male","936"
"20-24",""
"Female","769"
"Male","368"
"25-29",""
"Female","669"
"Male","231"
"30-34",""
"Female","548"
"Male","233"
"35-39",""
"Female","575"
"Male","247"
"40-44",""
"Female","502"
"Male","270"
"45-49",""
"Female","479"
"Male","295"
"50-54",""
"Female","432"
"Male","342"
"55-59",""
"Female","345"
"Male","296"
"5-9",""
"Female","867"
"Male","897"
"60-64",""
"Female","354"
"Male","259"
"65-69",""
"Female","251"
"Male","268"
"70-74",""
"Female","207"
"Male","194"
"75+",""
"Female","270"
"Male","262"
