"Population by Five Years Age Group","Number"
"0-4",""
"Female","1973"
"Male","1993"
"10-14",""
"Female","2198"
"Male","2189"
"15-19",""
"Female","1180"
"Male","1420"
"20-24",""
"Female","1127"
"Male","856"
"25-29",""
"Female","1245"
"Male","869"
"30-34",""
"Female","1045"
"Male","718"
"35-39",""
"Female","888"
"Male","658"
"40-44",""
"Female","709"
"Male","639"
"45-49",""
"Female","643"
"Male","603"
"50-54",""
"Female","506"
"Male","481"
"55-59",""
"Female","479"
"Male","496"
"5-9",""
"Female","2424"
"Male","2503"
"60-64",""
"Female","478"
"Male","507"
"65-69",""
"Female","371"
"Male","390"
"70-74",""
"Female","229"
"Male","278"
"75+",""
"Female","150"
"Male","167"
