"Population by Five Years Age Group","Number"
"0-4",""
"Female","33356"
"Male","35337"
"10-14",""
"Female","46783"
"Male","47937"
"15-19",""
"Female","45720"
"Male","41990"
"20-24",""
"Female","43416"
"Male","29389"
"25-29",""
"Female","40730"
"Male","26587"
"30-34",""
"Female","33363"
"Male","25457"
"35-39",""
"Female","29910"
"Male","24681"
"40-44",""
"Female","24567"
"Male","22845"
"45-49",""
"Female","20637"
"Male","19533"
"50-54",""
"Female","17960"
"Male","17731"
"55-59",""
"Female","14308"
"Male","14138"
"5-9",""
"Female","40651"
"Male","42401"
"60-64",""
"Female","12640"
"Male","12884"
"65-69",""
"Female","8863"
"Male","9247"
"70-74",""
"Female","6257"
"Male","6762"
"75+",""
"Female","8393"
"Male","8177"
