"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","16279"
"Cow Dung","13288"
"Electricity","104"
"Kerosene","1884"
"LP Gas","41832"
"Not stated","773"
"Others","1620"
"Wood/Firewood","108604"
"Total","184384"
