"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","1"
"LP Gas","0"
"Not Sated about Fuel","18"
"OthersFuel","0"
"Wood/FireWood","2673"
"Total","2693"
