"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","2"
"Male","25"
"","27"
"Gurung",""
"Female","76"
"Male","63"
"","139"
"Hindi",""
"Female","12"
"Male","19"
"","31"
"Magar",""
"Female","58"
"Male","69"
"","127"
"Maithili",""
"Female","3"
"Male","13"
"","16"
"Nepali",""
"Female","17853"
"Male","13955"
"","31808"
"Newar",""
"Female","149"
"Male","145"
"","294"
"Others",""
"Female","18"
"Male","24"
"","42"
"Tharu",""
"Female","7"
"Male","10"
"","17"
"Urdu",""
"Female","16"
"Male","31"
"","47"
