"Population by Five Years Age Group","Number"
"0-4",""
"Female","1742"
"Male","1862"
"10-14",""
"Female","2200"
"Male","2188"
"15-19",""
"Female","1684"
"Male","1207"
"20-24",""
"Female","1395"
"Male","727"
"25-29",""
"Female","1095"
"Male","589"
"30-34",""
"Female","926"
"Male","493"
"35-39",""
"Female","852"
"Male","510"
"40-44",""
"Female","783"
"Male","559"
"45-49",""
"Female","586"
"Male","477"
"50-54",""
"Female","563"
"Male","522"
"55-59",""
"Female","405"
"Male","393"
"5-9",""
"Female","2107"
"Male","2117"
"60-64",""
"Female","413"
"Male","385"
"65-69",""
"Female","278"
"Male","264"
"70-74",""
"Female","243"
"Male","217"
"75+",""
"Female","226"
"Male","205"
