"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","14"
"Male","88"
"","102"
"Chhantyal",""
"Female","595"
"Male","463"
"","1058"
"Gurung",""
"Female","44"
"Male","37"
"","81"
"Hindi",""
"Female","9"
"Male","49"
"","58"
"Kham",""
"Female","604"
"Male","541"
"","1145"
"Magar",""
"Female","1356"
"Male","1054"
"","2410"
"Maithili",""
"Female","20"
"Male","69"
"","89"
"Nepali",""
"Female","58813"
"Male","47029"
"","105842"
"Newar",""
"Female","354"
"Male","337"
"","691"
"Not Reported",""
"Female","6"
"Male","5"
"","11"
"Others",""
"Female","65"
"Male","167"
"","232"
"Rai",""
"Female","3"
"Male","11"
"","14"
"Sanskrit",""
"Female","30"
"Male","39"
"","69"
"Sign Language",""
"Female","63"
"Male","65"
"","128"
"Tamang",""
"Female","7"
"Male","18"
"","25"
"Thakali",""
"Female","50"
"Male","45"
"","95"
"Tharu",""
"Female","6"
"Male","10"
"","16"
"Urdu",""
"Female","4"
"Male","7"
"","11"
