"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","776"
"Christianity","344"
"Hindu","256002"
"Islam","257"
"Jainism","0"
"Kirat","2"
"Prakriti","1"
"Sikhism","0"
"Undefined","93"
"Total","257477"
