"Population by Mother tongue","Number"
"Bantawa",""
"Female","1475"
"Male","1202"
"","2677"
"Chamling",""
"Female","2058"
"Male","1874"
"","3932"
"Magar",""
"Female","130"
"Male","120"
"","250"
"Maithili",""
"Female","7"
"Male","17"
"","24"
"Majhi",""
"Female","27"
"Male","26"
"","53"
"Nepali",""
"Female","7437"
"Male","6454"
"","13891"
"Newar",""
"Female","297"
"Male","246"
"","543"
"Not Reported",""
"Female","18"
"Male","12"
"","30"
"Others",""
"Female","42"
"Male","44"
"","86"
"Puma",""
"Female","19"
"Male","5"
"","24"
"Rai",""
"Female","147"
"Male","126"
"","273"
"Sampang",""
"Female","16"
"Male","10"
"","26"
"Sherpa",""
"Female","112"
"Male","97"
"","209"
"Tamang",""
"Female","218"
"Male","194"
"","412"
"Thami",""
"Female","22"
"Male","22"
"","44"
