"Population by Religion","Number"
"Bahai","1"
"Bon","1"
"Buddism","1017"
"Christianity","125"
"Hindu","14534"
"Islam","1"
"Jainism","0"
"Kirat","6666"
"Prakriti","81"
"Sikhism","0"
"Undefined","59"
"Total","22485"
