"Population by Caste Ethinicity","Number"
"Badi",""
"Female","50"
"Male","42"
"","92"
"Bantaba",""
"Female","29"
"Male","24"
"","53"
"Brahman - Hill",""
"Female","1079"
"Male","980"
"","2059"
"Chamling",""
"Female","116"
"Male","94"
"","210"
"Chhetri",""
"Female","3379"
"Male","2921"
"","6300"
"Damai/Dholi",""
"Female","301"
"Male","259"
"","560"
"Gharti/Bhujel",""
"Female","170"
"Male","154"
"","324"
"Kami",""
"Female","969"
"Male","846"
"","1815"
"Magar",""
"Female","241"
"Male","216"
"","457"
"Majhi",""
"Female","27"
"Male","27"
"","54"
"Newar",""
"Female","640"
"Male","529"
"","1169"
"Others",""
"Female","22"
"Male","24"
"","46"
"Rai",""
"Female","3918"
"Male","3384"
"","7302"
"Sanyasi/Dasnami",""
"Female","127"
"Male","115"
"","242"
"Sarki",""
"Female","410"
"Male","361"
"","771"
"Sherpa",""
"Female","121"
"Male","102"
"","223"
"Tamang",""
"Female","375"
"Male","319"
"","694"
"Thakuri",""
"Female","9"
"Male","5"
"","14"
"Thami",""
"Female","29"
"Male","31"
"","60"
"Tharu",""
"Female","4"
"Male","10"
"","14"
"Undefined Others",""
"Female","9"
"Male","6"
"","15"
