"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1408"
"Christianity","1222"
"Hindu","34721"
"Islam","13616"
"Jainism","0"
"Kirat","0"
"Prakriti","14"
"Sikhism","0"
"Undefined","9"
"Total","50990"
