"Number of households by type of outer wall","Number"
"BambooWall","113"
"Cement Bonded Bricks/Stone Wall","1958"
"Mud Bonded Bricks/Stone Wall","3682"
"Not Stated about Wall","68"
"Other Type Wall","3665"
"Unbaked Bricks","592"
"Wood/Planks","210"
"Total","10288"
