"Population by Mother tongue","Number"
"Avadhi",""
"Female","3353"
"Male","3385"
"","6738"
"Bhojpuri",""
"Female","28"
"Male","18"
"","46"
"Chepang",""
"Female","6"
"Male","7"
"","13"
"Doteli",""
"Female","8"
"Male","7"
"","15"
"Gurung",""
"Female","66"
"Male","44"
"","110"
"Hindi",""
"Female","18"
"Male","26"
"","44"
"Magar",""
"Female","458"
"Male","331"
"","789"
"Maithili",""
"Female","82"
"Male","80"
"","162"
"Nepali",""
"Female","15759"
"Male","12349"
"","28108"
"Newar",""
"Female","109"
"Male","85"
"","194"
"Not Reported",""
"Female","2"
"Male","9"
"","11"
"Others",""
"Female","30"
"Male","18"
"","48"
"Tamang",""
"Female","15"
"Male","11"
"","26"
"Tharu",""
"Female","658"
"Male","603"
"","1261"
"Urdu",""
"Female","6865"
"Male","6531"
"","13396"
