"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","471"
"Cow Dung","1786"
"Electricity Fuel","5"
"KeroseneFuel","86"
"LP Gas","920"
"Not Sated about Fuel","53"
"OthersFuel","5"
"Wood/FireWood","6962"
"Total","10288"
