"Population by Five Years Age Group","Number"
"0-4",""
"Female","503"
"Male","508"
"10-14",""
"Female","897"
"Male","858"
"15-19",""
"Female","927"
"Male","702"
"20-24",""
"Female","618"
"Male","270"
"25-29",""
"Female","448"
"Male","216"
"30-34",""
"Female","413"
"Male","166"
"35-39",""
"Female","395"
"Male","214"
"40-44",""
"Female","413"
"Male","259"
"45-49",""
"Female","379"
"Male","274"
"50-54",""
"Female","355"
"Male","305"
"55-59",""
"Female","297"
"Male","259"
"5-9",""
"Female","643"
"Male","604"
"60-64",""
"Female","304"
"Male","304"
"65-69",""
"Female","210"
"Male","239"
"70-74",""
"Female","194"
"Male","159"
"75+",""
"Female","271"
"Male","266"
