"Population by Single Year of Age","Number"
"0",""
"Female","225"
"Male","193"
"1",""
"Female","188"
"Male","202"
"10",""
"Female","334"
"Male","318"
"11",""
"Female","293"
"Male","292"
"12",""
"Female","357"
"Male","354"
"13",""
"Female","332"
"Male","342"
"14",""
"Female","370"
"Male","329"
"15",""
"Female","388"
"Male","297"
"16",""
"Female","332"
"Male","277"
"17",""
"Female","314"
"Male","242"
"18",""
"Female","306"
"Male","207"
"19",""
"Female","255"
"Male","140"
"2",""
"Female","196"
"Male","218"
"20",""
"Female","245"
"Male","114"
"21",""
"Female","243"
"Male","94"
"22",""
"Female","248"
"Male","104"
"23",""
"Female","188"
"Male","67"
"24",""
"Female","204"
"Male","78"
"25",""
"Female","255"
"Male","103"
"26",""
"Female","194"
"Male","81"
"27",""
"Female","174"
"Male","75"
"28",""
"Female","206"
"Male","93"
"29",""
"Female","106"
"Male","51"
"3",""
"Female","189"
"Male","215"
"30",""
"Female","293"
"Male","124"
"31",""
"Female","117"
"Male","46"
"32",""
"Female","181"
"Male","95"
"33",""
"Female","112"
"Male","57"
"34",""
"Female","87"
"Male","49"
"35",""
"Female","320"
"Male","160"
"36",""
"Female","141"
"Male","60"
"37",""
"Female","97"
"Male","39"
"38",""
"Female","134"
"Male","77"
"39",""
"Female","87"
"Male","58"
"4",""
"Female","234"
"Male","248"
"40",""
"Female","364"
"Male","192"
"41",""
"Female","86"
"Male","66"
"42",""
"Female","153"
"Male","119"
"43",""
"Female","94"
"Male","66"
"44",""
"Female","92"
"Male","79"
"45",""
"Female","278"
"Male","178"
"46",""
"Female","74"
"Male","77"
"47",""
"Female","77"
"Male","65"
"48",""
"Female","138"
"Male","102"
"49",""
"Female","94"
"Male","78"
"5",""
"Female","274"
"Male","273"
"50",""
"Female","283"
"Male","226"
"51",""
"Female","80"
"Male","63"
"52",""
"Female","146"
"Male","124"
"53",""
"Female","84"
"Male","92"
"54",""
"Female","71"
"Male","63"
"55",""
"Female","172"
"Male","140"
"56",""
"Female","87"
"Male","78"
"57",""
"Female","84"
"Male","83"
"58",""
"Female","73"
"Male","73"
"59",""
"Female","72"
"Male","74"
"6",""
"Female","239"
"Male","271"
"60",""
"Female","208"
"Male","188"
"61",""
"Female","50"
"Male","56"
"62",""
"Female","86"
"Male","74"
"63",""
"Female","55"
"Male","46"
"64",""
"Female","54"
"Male","65"
"65",""
"Female","143"
"Male","146"
"66",""
"Female","48"
"Male","58"
"67",""
"Female","99"
"Male","97"
"68",""
"Female","59"
"Male","83"
"69",""
"Female","31"
"Male","48"
"7",""
"Female","232"
"Male","300"
"70",""
"Female","134"
"Male","116"
"71",""
"Female","33"
"Male","31"
"72",""
"Female","60"
"Male","68"
"73",""
"Female","40"
"Male","51"
"74",""
"Female","38"
"Male","34"
"75",""
"Female","81"
"Male","89"
"76",""
"Female","26"
"Male","35"
"77",""
"Female","45"
"Male","40"
"78",""
"Female","46"
"Male","60"
"79",""
"Female","16"
"Male","24"
"8",""
"Female","266"
"Male","291"
"80",""
"Female","58"
"Male","50"
"81",""
"Female","8"
"Male","14"
"82",""
"Female","12"
"Male","14"
"83",""
"Female","15"
"Male","19"
"84",""
"Female","18"
"Male","13"
"85",""
"Female","89"
"Male","103"
"9",""
"Female","283"
"Male","279"
