"Population by Five Years Age Group","Number"
"0-4",""
"Female","1032"
"Male","1076"
"10-14",""
"Female","1686"
"Male","1635"
"15-19",""
"Female","1595"
"Male","1163"
"20-24",""
"Female","1128"
"Male","457"
"25-29",""
"Female","935"
"Male","403"
"30-34",""
"Female","790"
"Male","371"
"35-39",""
"Female","779"
"Male","394"
"40-44",""
"Female","789"
"Male","522"
"45-49",""
"Female","661"
"Male","500"
"50-54",""
"Female","664"
"Male","568"
"55-59",""
"Female","488"
"Male","448"
"5-9",""
"Female","1294"
"Male","1414"
"60-64",""
"Female","453"
"Male","429"
"65-69",""
"Female","380"
"Male","432"
"70-74",""
"Female","305"
"Male","300"
"75+",""
"Female","414"
"Male","461"
