"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1497"
"Male","1312"
"","2809"
"Chhetri",""
"Female","6565"
"Male","5399"
"","11964"
"Dalit Others",""
"Female","959"
"Male","893"
"","1852"
"Damai/Dholi",""
"Female","154"
"Male","137"
"","291"
"Kami",""
"Female","72"
"Male","79"
"","151"
"Lohar",""
"Female","233"
"Male","177"
"","410"
"Others",""
"Female","23"
"Male","9"
"","32"
"Thakuri",""
"Female","549"
"Male","453"
"","1002"
"Yakkha",""
"Female","26"
"Male","12"
"","38"
