"Population by Single Year of Age","Number"
"0",""
"Female","2736"
"Male","3268"
"1",""
"Female","2527"
"Male","3089"
"10",""
"Female","4536"
"Male","5028"
"11",""
"Female","4276"
"Male","4669"
"12",""
"Female","4842"
"Male","5371"
"13",""
"Female","4663"
"Male","4912"
"14",""
"Female","4652"
"Male","5117"
"15",""
"Female","4863"
"Male","5207"
"16",""
"Female","4788"
"Male","5104"
"17",""
"Female","4606"
"Male","5380"
"18",""
"Female","5158"
"Male","6108"
"19",""
"Female","4408"
"Male","4523"
"2",""
"Female","2927"
"Male","3320"
"20",""
"Female","5237"
"Male","5218"
"21",""
"Female","4699"
"Male","4698"
"22",""
"Female","5445"
"Male","4993"
"23",""
"Female","4542"
"Male","3818"
"24",""
"Female","4889"
"Male","3960"
"25",""
"Female","5424"
"Male","4056"
"26",""
"Female","4536"
"Male","3396"
"27",""
"Female","4431"
"Male","3442"
"28",""
"Female","4907"
"Male","3894"
"29",""
"Female","3015"
"Male","2574"
"3",""
"Female","2893"
"Male","3131"
"30",""
"Female","5781"
"Male","4494"
"31",""
"Female","2498"
"Male","2167"
"32",""
"Female","3989"
"Male","3122"
"33",""
"Female","2717"
"Male","2201"
"34",""
"Female","2684"
"Male","2262"
"35",""
"Female","5059"
"Male","4067"
"36",""
"Female","2763"
"Male","2233"
"37",""
"Female","2212"
"Male","1850"
"38",""
"Female","2878"
"Male","2479"
"39",""
"Female","1867"
"Male","1581"
"4",""
"Female","3080"
"Male","3555"
"40",""
"Female","4694"
"Male","3783"
"41",""
"Female","1551"
"Male","1369"
"42",""
"Female","2352"
"Male","2206"
"43",""
"Female","1695"
"Male","1503"
"44",""
"Female","1467"
"Male","1286"
"45",""
"Female","3186"
"Male","2782"
"46",""
"Female","1576"
"Male","1328"
"47",""
"Female","1435"
"Male","1185"
"48",""
"Female","1948"
"Male","1803"
"49",""
"Female","1298"
"Male","1147"
"5",""
"Female","3526"
"Male","3952"
"50",""
"Female","3107"
"Male","2657"
"51",""
"Female","1185"
"Male","1180"
"52",""
"Female","1541"
"Male","1652"
"53",""
"Female","1154"
"Male","1128"
"54",""
"Female","1134"
"Male","1006"
"55",""
"Female","1911"
"Male","1744"
"56",""
"Female","1143"
"Male","1090"
"57",""
"Female","1034"
"Male","1006"
"58",""
"Female","1205"
"Male","1143"
"59",""
"Female","790"
"Male","745"
"6",""
"Female","3500"
"Male","3880"
"60",""
"Female","2351"
"Male","1768"
"61",""
"Female","849"
"Male","744"
"62",""
"Female","926"
"Male","841"
"63",""
"Female","741"
"Male","589"
"64",""
"Female","632"
"Male","574"
"65",""
"Female","1504"
"Male","1036"
"66",""
"Female","632"
"Male","510"
"67",""
"Female","764"
"Male","664"
"68",""
"Female","885"
"Male","789"
"69",""
"Female","397"
"Male","401"
"7",""
"Female","3963"
"Male","4223"
"70",""
"Female","1428"
"Male","977"
"71",""
"Female","407"
"Male","402"
"72",""
"Female","646"
"Male","592"
"73",""
"Female","514"
"Male","460"
"74",""
"Female","361"
"Male","298"
"75",""
"Female","853"
"Male","616"
"76",""
"Female","415"
"Male","331"
"77",""
"Female","345"
"Male","308"
"78",""
"Female","538"
"Male","437"
"79",""
"Female","241"
"Male","215"
"8",""
"Female","4022"
"Male","4486"
"80",""
"Female","531"
"Male","347"
"81",""
"Female","227"
"Male","205"
"82",""
"Female","270"
"Male","229"
"83",""
"Female","245"
"Male","199"
"84",""
"Female","259"
"Male","190"
"85",""
"Female","1161"
"Male","744"
"9",""
"Female","3760"
"Male","4070"
