"Population by Five Years Age Group","Number"
"0-4",""
"Female","14163"
"Male","16363"
"10-14",""
"Female","22969"
"Male","25097"
"15-19",""
"Female","23823"
"Male","26322"
"20-24",""
"Female","24812"
"Male","22687"
"25-29",""
"Female","22313"
"Male","17362"
"30-34",""
"Female","17669"
"Male","14246"
"35-39",""
"Female","14779"
"Male","12210"
"40-44",""
"Female","11759"
"Male","10147"
"45-49",""
"Female","9443"
"Male","8245"
"50-54",""
"Female","8121"
"Male","7623"
"55-59",""
"Female","6083"
"Male","5728"
"5-9",""
"Female","18771"
"Male","20611"
"60-64",""
"Female","5499"
"Male","4516"
"65-69",""
"Female","4182"
"Male","3400"
"70-74",""
"Female","3356"
"Male","2729"
"75+",""
"Female","5085"
"Male","3821"
