"Number of households by type of outer wall","Number"
"BambooWall","475"
"Cement Bonded Bricks/Stone Wall","79551"
"Mud Bonded Bricks/Stone Wall","22978"
"Not stated","771"
"Others","1425"
"Unbaked Bricks","57"
"Wood/Planks","373"
"Total","105630"
