"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1252"
"Cow Dung","84"
"Electricity","7"
"Kerosene","189"
"LP Gas","7010"
"Not stated","145"
"Others","215"
"Wood/Firewood","20241"
"Total","29143"
