"Population by Single Year of Age","Number"
"0",""
"Female","1038"
"Male","1108"
"1",""
"Female","1050"
"Male","1073"
"10",""
"Female","2004"
"Male","2281"
"11",""
"Female","1560"
"Male","1827"
"12",""
"Female","2155"
"Male","2471"
"13",""
"Female","1850"
"Male","2110"
"14",""
"Female","1996"
"Male","2184"
"15",""
"Female","1852"
"Male","2079"
"16",""
"Female","2096"
"Male","2011"
"17",""
"Female","1730"
"Male","1753"
"18",""
"Female","2218"
"Male","2352"
"19",""
"Female","1388"
"Male","1414"
"2",""
"Female","1176"
"Male","1377"
"20",""
"Female","2304"
"Male","1954"
"21",""
"Female","1399"
"Male","1286"
"22",""
"Female","1961"
"Male","1757"
"23",""
"Female","1454"
"Male","1243"
"24",""
"Female","1520"
"Male","1276"
"25",""
"Female","1965"
"Male","1673"
"26",""
"Female","1379"
"Male","1224"
"27",""
"Female","1179"
"Male","1086"
"28",""
"Female","1703"
"Male","1518"
"29",""
"Female","716"
"Male","691"
"3",""
"Female","1389"
"Male","1442"
"30",""
"Female","2299"
"Male","1969"
"31",""
"Female","575"
"Male","628"
"32",""
"Female","1245"
"Male","1236"
"33",""
"Female","750"
"Male","647"
"34",""
"Female","782"
"Male","722"
"35",""
"Female","1973"
"Male","1964"
"36",""
"Female","773"
"Male","788"
"37",""
"Female","572"
"Male","523"
"38",""
"Female","917"
"Male","845"
"39",""
"Female","444"
"Male","409"
"4",""
"Female","1483"
"Male","1627"
"40",""
"Female","1822"
"Male","1775"
"41",""
"Female","418"
"Male","433"
"42",""
"Female","724"
"Male","747"
"43",""
"Female","477"
"Male","377"
"44",""
"Female","386"
"Male","367"
"45",""
"Female","1265"
"Male","1392"
"46",""
"Female","450"
"Male","444"
"47",""
"Female","317"
"Male","361"
"48",""
"Female","566"
"Male","600"
"49",""
"Female","252"
"Male","279"
"5",""
"Female","1628"
"Male","1919"
"50",""
"Female","1063"
"Male","1089"
"51",""
"Female","254"
"Male","313"
"52",""
"Female","359"
"Male","384"
"53",""
"Female","243"
"Male","230"
"54",""
"Female","261"
"Male","215"
"55",""
"Female","726"
"Male","749"
"56",""
"Female","313"
"Male","297"
"57",""
"Female","200"
"Male","249"
"58",""
"Female","349"
"Male","360"
"59",""
"Female","171"
"Male","169"
"6",""
"Female","1569"
"Male","1790"
"60",""
"Female","1016"
"Male","904"
"61",""
"Female","195"
"Male","200"
"62",""
"Female","285"
"Male","256"
"63",""
"Female","191"
"Male","181"
"64",""
"Female","168"
"Male","163"
"65",""
"Female","610"
"Male","541"
"66",""
"Female","131"
"Male","134"
"67",""
"Female","125"
"Male","143"
"68",""
"Female","185"
"Male","237"
"69",""
"Female","77"
"Male","88"
"7",""
"Female","1719"
"Male","1847"
"70",""
"Female","502"
"Male","458"
"71",""
"Female","90"
"Male","97"
"72",""
"Female","148"
"Male","134"
"73",""
"Female","74"
"Male","94"
"74",""
"Female","65"
"Male","57"
"75",""
"Female","236"
"Male","197"
"76",""
"Female","65"
"Male","75"
"77",""
"Female","42"
"Male","58"
"78",""
"Female","81"
"Male","95"
"79",""
"Female","41"
"Male","38"
"8",""
"Female","1775"
"Male","2095"
"80",""
"Female","193"
"Male","151"
"81",""
"Female","27"
"Male","26"
"82",""
"Female","51"
"Male","39"
"83",""
"Female","22"
"Male","34"
"84",""
"Female","36"
"Male","26"
"85",""
"Female","198"
"Male","155"
"9",""
"Female","1502"
"Male","1650"
