"Population by Five Years Age Group","Number"
"0-4",""
"Female","6136"
"Male","6627"
"10-14",""
"Female","9565"
"Male","10873"
"15-19",""
"Female","9284"
"Male","9609"
"20-24",""
"Female","8638"
"Male","7516"
"25-29",""
"Female","6942"
"Male","6192"
"30-34",""
"Female","5651"
"Male","5202"
"35-39",""
"Female","4679"
"Male","4529"
"40-44",""
"Female","3827"
"Male","3699"
"45-49",""
"Female","2850"
"Male","3076"
"50-54",""
"Female","2180"
"Male","2231"
"55-59",""
"Female","1759"
"Male","1824"
"5-9",""
"Female","8193"
"Male","9301"
"60-64",""
"Female","1855"
"Male","1704"
"65-69",""
"Female","1128"
"Male","1143"
"70-74",""
"Female","879"
"Male","840"
"75+",""
"Female","992"
"Male","894"
