"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2"
"Cow Dung","19"
"Electricity Fuel","452"
"KeroseneFuel","72"
"LP Gas","34"
"Not Sated about Fuel","3"
"OthersFuel","0"
"Wood/FireWood","1851"
"Total","2433"
