"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","6330"
"Christianity","153"
"Hindu","1932"
"Islam","3"
"Jainism","0"
"Kirat","674"
"Prakriti","1"
"Sikhism","0"
"Undefined","40"
"Total","9133"
