"Population by Five Years Age Group","Number"
"0-4",""
"Female","846"
"Male","893"
"10-14",""
"Female","796"
"Male","903"
"15-19",""
"Female","683"
"Male","634"
"20-24",""
"Female","572"
"Male","487"
"25-29",""
"Female","412"
"Male","408"
"30-34",""
"Female","330"
"Male","330"
"35-39",""
"Female","342"
"Male","310"
"40-44",""
"Female","228"
"Male","267"
"45-49",""
"Female","220"
"Male","233"
"50-54",""
"Female","164"
"Male","210"
"55-59",""
"Female","149"
"Male","163"
"5-9",""
"Female","839"
"Male","866"
"60-64",""
"Female","226"
"Male","186"
"65-69",""
"Female","81"
"Male","90"
"70-74",""
"Female","36"
"Male","42"
"75+",""
"Female","27"
"Male","35"
