"Population by Caste Ethinicity","Number"
"Bote",""
"Female","63"
"Male","45"
"","108"
"Brahman - Hill",""
"Female","1530"
"Male","1134"
"","2664"
"Chhetri",""
"Female","736"
"Male","550"
"","1286"
"Damai/Dholi",""
"Female","199"
"Male","148"
"","347"
"Gaine",""
"Female","19"
"Male","8"
"","27"
"Gharti/Bhujel",""
"Female","101"
"Male","61"
"","162"
"Gurung",""
"Female","7"
"Male","9"
"","16"
"Kami",""
"Female","989"
"Male","701"
"","1690"
"Magar",""
"Female","7525"
"Male","5367"
"","12892"
"Musalman",""
"Female","10"
"Male","7"
"","17"
"Newar",""
"Female","241"
"Male","176"
"","417"
"Others",""
"Female","28"
"Male","30"
"","58"
"Sarki",""
"Female","248"
"Male","185"
"","433"
"Thakuri",""
"Female","42"
"Male","31"
"","73"
