"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","137"
"Cow Dung","2"
"Electricity Fuel","2"
"KeroseneFuel","7"
"LP Gas","180"
"Not Sated about Fuel","4"
"OthersFuel","0"
"Wood/FireWood","4294"
"Total","4626"
