"Population by Mother tongue","Number"
"Bantawa",""
"Female","14"
"Male","14"
"Chamling",""
"Female","17"
"Male","14"
"Gurung",""
"Female","367"
"Male","309"
"Limbu",""
"Female","86"
"Male","68"
"Magar",""
"Female","577"
"Male","508"
"Maithili",""
"Female","7"
"Male","23"
"Nachhiring",""
"Female","32"
"Male","23"
"Nepali",""
"Female","5774"
"Male","4923"
"Newar",""
"Female","63"
"Male","54"
"Not Reported",""
"Female","18"
"Male","16"
"Others",""
"Female","50"
"Male","41"
"Rai",""
"Female","86"
"Male","68"
"Sherpa",""
"Female","171"
"Male","149"
"Sunuwar",""
"Female","9"
"Male","6"
"Tamang",""
"Female","600"
"Male","507"
"Yakkha",""
"Female","1972"
"Male","1669"
