"Population by Mother tongue","Number"
"Bajjika",""
"Female","82"
"Male","62"
"","144"
"Bhojpuri",""
"Female","10"
"Male","11"
"","21"
"Doteli",""
"Female","6"
"Male","6"
"","12"
"Gurung",""
"Female","2053"
"Male","1609"
"","3662"
"Kumal",""
"Female","407"
"Male","308"
"","715"
"Nepali",""
"Female","10020"
"Male","8108"
"","18128"
"Newar",""
"Female","40"
"Male","24"
"","64"
"Others",""
"Female","30"
"Male","11"
"","41"
"Tamang",""
"Female","369"
"Male","314"
"","683"
"Urdu",""
"Female","90"
"Male","68"
"","158"
