"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","10"
"Cow Dung","4"
"Electricity Fuel","0"
"KeroseneFuel","22"
"LP Gas","60"
"Not Sated about Fuel","18"
"OthersFuel","0"
"Wood/FireWood","7613"
"Total","7727"
